Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002862,Male,Yes,2,Not Graduate,No,0.08830014755776043,-0.0635068536948525,0.33660215292948814,2.2012027445433606,1.0,Semiurban,N
LP001100,Male,No,3+,Graduate,No,1.1496440964418606,0.2234165786151443,1.7756467600595631,0.2772125909680383,1.0,Rural,N
LP001465,Male,Yes,0,Graduate,No,0.08080830791857854,0.1334791245601562,0.2825027316088086,0.2772125909680383,,Rural,N
LP001904,Male,Yes,0,Graduate,No,-0.41481850554463184,-0.131325119513579,-0.8211254633330535,0.2772125909680383,1.0,Urban,Y
LP001963,Male,Yes,1,Graduate,No,-0.5961210248128335,0.20776620958005357,-0.46406928261656866,0.2772125909680383,1.0,Urban,N
LP002652,Male,No,0,Graduate,No,0.03668969671006301,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,Rural,N
LP001633,Male,Yes,1,Graduate,No,0.1340836120194275,1.1102708239369525,0.2608629630805368,0.2772125909680383,0.0,Urban,N
LP001086,Male,No,0,Not Graduate,No,-0.6913506308931009,-0.4025981827884851,-1.308020255219169,0.2772125909680383,1.0,Urban,N
LP001421,Male,Yes,0,Graduate,No,-0.004432178642779775,0.0443763568537063,0.20676354175985728,0.2772125909680383,1.0,Rural,N
LP001322,Male,No,0,Graduate,No,-0.2433386204700243,-0.4025981827884851,-0.36669032423934556,0.2772125909680383,1.0,Semiurban,Y
LP001910,Male,No,1,Not Graduate,Yes,-0.25665744649523653,0.10363908759991655,0.022825509269546938,0.2772125909680383,0.0,Urban,N
LP001228,Male,No,0,Not Graduate,No,-0.398669428989062,0.06774757461277513,-0.3234107871828019,-2.608772639394945,0.0,Urban,N
LP001197,Male,Yes,0,Graduate,No,-0.3710328649867466,0.0564793089075098,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP002180,Male,No,0,Graduate,Yes,0.20434041930242205,-0.4025981827884851,-0.16111252322076342,0.2772125909680383,1.0,Rural,Y
LP001112,Female,Yes,0,Graduate,No,-0.32092078206688557,-0.09814633715918665,-0.1286528704283557,0.2772125909680383,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,-0.2889555996063762,-0.4025981827884851,-0.648007315106879,0.2772125909680383,1.0,Semiurban,Y
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP001788,Female,No,0,Graduate,Yes,-0.3548837884311768,-0.4025981827884851,-0.36669032423934556,0.2772125909680383,,Urban,Y
LP002281,Male,Yes,0,Graduate,No,-0.42647247831669255,-0.09814633715918665,-0.658827199371015,0.2772125909680383,1.0,Urban,Y
LP001908,Female,Yes,0,Not Graduate,No,-0.24883263620542434,-0.4025981827884851,-0.34505055571107374,0.2772125909680383,,Rural,Y
LP002798,Male,Yes,0,Graduate,No,-0.28429401049755193,0.15434628327361052,0.06610504632609054,0.2772125909680383,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,No,0.1146048289575546,0.5188955459976574,0.574639606740478,0.2772125909680383,0.0,Rural,N
LP002958,Male,No,0,Graduate,No,-0.3194224141390492,0.49489831347718494,0.17430388896744958,0.2772125909680383,1.0,Rural,Y
LP001531,Male,No,0,Graduate,No,0.5945820218411406,-0.4025981827884851,0.9533355559852346,0.2772125909680383,1.0,Urban,N
LP002588,Male,Yes,0,Graduate,No,-0.16142784041496902,0.19357654165490465,-0.4857090511448405,-5.302358854400397,,Urban,Y
LP001119,Male,No,0,Graduate,No,-0.3320752988630008,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,1.0,Urban,N
LP002429,Male,Yes,1,Graduate,Yes,-0.3543843324552313,-0.1501055623556879,-0.28013125012625834,0.2772125909680383,1.0,Rural,Y
LP002931,Male,Yes,2,Graduate,Yes,0.0674894818933663,-0.4025981827884851,0.5313600696839343,-1.646777562607284,1.0,Semiurban,N
LP001666,Male,No,0,Graduate,No,0.4558997458536182,0.37992026896605163,0.33660215292948814,0.2772125909680383,1.0,Rural,Y
LP001945,Female,No,,Graduate,No,-0.029571462765367873,-0.4025981827884851,-0.1394727546924916,2.2012027445433606,0.0,Urban,N
LP001516,Female,Yes,2,Graduate,No,1.5435483761375126,-0.4025981827884851,-0.9293243059744125,0.2772125909680383,1.0,Urban,Y
LP002740,Male,Yes,3+,Graduate,No,0.1369138625497851,-0.4025981827884851,0.012005625005411037,-2.608772639394945,1.0,Rural,Y
LP001449,Male,No,0,Graduate,No,-0.2879566876544853,-0.060376779887834346,0.0,0.2772125909680383,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002534,Female,No,0,Not Graduate,No,-0.20721130487663608,-0.4025981827884851,-0.020454027786996672,0.2772125909680383,1.0,Rural,Y
LP002008,Male,Yes,2,Graduate,Yes,0.025202209263317454,-0.4025981827884851,-0.1286528704283557,-4.147964762255203,,Rural,Y
LP002341,Female,No,1,Graduate,No,-0.4985606241781538,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP001636,Male,Yes,0,Graduate,No,-0.16558997354784785,-0.4025981827884851,-0.8968646531820048,-2.608772639394945,1.0,Semiurban,Y
LP002547,Male,Yes,1,Graduate,No,2.120752999005148,-0.4025981827884851,3.723225927604026,0.2772125909680383,1.0,Urban,N
LP001106,Male,Yes,0,Graduate,No,-0.5526683549055785,0.028725987818615566,0.0,0.2772125909680383,1.0,Urban,Y
LP001050,,Yes,2,Not Graduate,No,-0.37119935031206175,-0.002574750251565903,-0.4748891668807046,0.2772125909680383,0.0,Rural,N
LP001384,Male,Yes,3+,Not Graduate,No,-0.5866313612698697,-0.24525980608903955,-0.6696470836351508,2.2012027445433606,1.0,Semiurban,Y
LP001543,Male,Yes,1,Graduate,No,0.6565145628583775,-0.4025981827884851,0.33660215292948814,0.2772125909680383,1.0,Urban,Y
LP002255,Male,No,3+,Graduate,No,0.5947485071664558,-0.4025981827884851,0.3149623844012163,0.2772125909680383,1.0,Rural,Y
LP002024,,Yes,0,Graduate,No,-0.5197042604931782,-0.018016447699522094,0.033645393533682844,0.2772125909680383,1.0,Rural,N
LP001529,Male,Yes,0,Graduate,Yes,-0.5023897866604023,0.37992026896605163,-0.042093796315268474,0.2772125909680383,1.0,Rural,Y
